,fault,proApoptosis,antiApoptosis,proArrest,antiArrest,proAngiogenesis,antiAngiogenesis,ConvexSum,ApopRatio,ArrestRatio,AngioRatio
LKB1,"(['LKB1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
AMPK,"(['AMPK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
RSK2,"(['RSK2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
TSC,"(['TSC'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
Rheb,"(['Rheb'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
mTORc1,"(['mTORc1'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
S6K,"(['S6K'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
mTORc2,"(['mTORc2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
STAT3,"(['STAT3'], [False])",0.5,0.5,1.0,0.5,0.5,0.5,1.2999999999999998,1.0,2.0,1.0
VEGF,"(['VEGF'], [False])",0.5,0.5,1.0,0.5,0.5,0.5,1.2999999999999998,1.0,2.0,1.0
eNOS,"(['eNOS'], [False])",0.375,0.5,0.0,0.5,0.6428571428571429,0.5,0.5249999999999999,0.75,0.0,0.7777777777777777
OG,"(['OG'], [False])",0.375,0.5,0.0,0.5,0.6428571428571429,0.5,0.5249999999999999,0.75,0.0,0.7777777777777777
MGMT,"(['MGMT'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
IDH1,"(['IDH1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
HIF1a,"(['HIF1a'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.0,1.2999999999999998,1.0,2.0,0.0
iNOS,"(['iNOS'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
COX2,"(['COX2'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
PERK,"(['PERK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
ELF2a,"(['ELF2a'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
IRE1a,"(['IRE1a'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
TGFbR,"(['TGFbR'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
SMAD23,"(['SMAD23'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
MEKK1,"(['MEKK1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
JNK,"(['JNK'], [False])",0.25,0.6666666666666666,1.0,0.5,0.6428571428571429,0.5,0.8624999999999999,0.375,2.0,0.7777777777777777
sGC,"(['sGC'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
PKG,"(['PKG'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
PPARa,"(['PPARa'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
PPARg,"(['PPARg'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
PIAS,"(['PIAS'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
cMyc,"(['cMyc'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
CREB,"(['CREB'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
CHOP,"(['CHOP'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
FOXO,"(['FOXO'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
p15,"(['p15'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
GliR,"(['GliR'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
GliA,"(['GliA'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
fos,"(['fos'], [False])",0.5,0.5,1.0,0.25,0.5714285714285714,0.5,1.9,1.0,4.0,0.875
jun,"(['jun'], [False])",0.5,0.5,1.0,0.25,0.5714285714285714,0.5,1.9,1.0,4.0,0.875
ATM,"(['ATM'], [False])",0.5,0.5,0.5,0.5,0.6428571428571429,0.5,1.0,1.0,1.0,0.7777777777777777
CHK1,"(['CHK1'], [False])",0.5,0.5,0.5,0.5,0.6428571428571429,0.5,1.0,1.0,1.0,0.7777777777777777
p16INK4a,"(['p16INK4a'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
p14ARF,"(['p14ARF'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
MDM2,"(['MDM2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
p53,"(['p53'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
PCNA,"(['PCNA'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
CDC25,"(['CDC25'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
p21,"(['p21'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
MMP1,"(['MMP1'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
MMP2,"(['MMP2'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
PAI,"(['PAI'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.0,1.2999999999999998,1.0,2.0,0.0
PARP1,"(['PARP1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
Calpain,"(['Calpain'], [False])",0.375,0.5,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
TERT,"(['TERT'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
Rac,"(['Rac'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
cPLA2,"(['cPLA2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
CCND1,"(['CCND1'], [False])",0.5,0.5,1.0,0.25,0.6428571428571429,0.5,1.9,1.0,4.0,0.7777777777777777
CDK4,"(['CDK4'], [False])",0.5,0.5,1.0,0.25,0.6428571428571429,0.5,1.9,1.0,4.0,0.7777777777777777
CASP12,"(['CASP12'], [False])",0.375,0.5,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
cFLIP,"(['cFLIP'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
FasL,"(['FasL'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
FADD,"(['FADD'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
CASP8,"(['CASP8'], [False])",0.375,0.5,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
Bid,"(['Bid'], [False])",0.375,0.5,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
Mcl1,"(['Mcl1'], [False])",0.5,0.3333333333333333,1.0,0.5,0.6428571428571429,0.5,1.65,1.5,2.0,0.7777777777777777
puma,"(['puma'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
noxa,"(['noxa'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
XIAP,"(['XIAP'], [False])",0.5,0.3333333333333333,1.0,0.5,0.6428571428571429,0.5,1.65,1.5,2.0,0.7777777777777777
Bad,"(['Bad'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
BCL2,"(['BCL2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
BCLxl,"(['BCLxl'], [False])",0.625,0.3333333333333333,1.0,0.5,0.6428571428571429,0.5,1.9125,1.875,2.0,0.7777777777777777
Bim,"(['Bim'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
Bak,"(['Bak'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
Bax,"(['Bax'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
NF1,"(['NF1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
